conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf1,2.9mrs0,39.468482971191406,28.166358947753906,0.00019641496331255823,1.0,0.5985561609268188,39.468482971191406,28.754287719726562,35.3295107398583,17.284526824951172,18.503883934956335,6.720213890075684,1.0,2.9
conf1,5.7mrs0,157.87393188476562,104.36964416503906,0.0007029767071713441,1.0,1.0424190759658813,157.87393188476562,107.32184600830078,141.4386193787942,90.86624145507812,78.71248508824904,45.90900421142578,1.0,5.7
conf1,8.6mrs0,355.21636962890625,215.72085571289062,0.0014804762315111428,1.0,1.2167856693267822,355.21636962890625,222.52491760253906,319.9709649700717,203.7554931640625,175.0341177696655,108.49420928955078,1.0,8.6
conf1,11.4mrs0,631.4957275390625,346.0258483886719,0.0025763915155058736,1.0,1.246957540512085,631.4957275390625,357.8895568847656,568.6505442977669,338.84771728515625,315.43250204010633,197.09519958496094,1.0,11.4
conf1,14.2mrs0,986.7120971679688,476.50750732421875,0.004123313858819218,1.0,1.2355647087097168,986.7120971679688,493.7595520019531,886.1281914355636,474.9714050292969,487.9119386248965,297.2467041015625,1.0,14.2
conf1,17.1mrs0,1420.865478515625,588.760986328125,0.00603177849620575,1.0,1.1737480163574219,1420.865478515625,610.8750610351562,1279.7040003528446,589.52490234375,708.5141486741338,393.68182373046875,1.0,17.1
conf1,19.9mrs0,1933.955810546875,665.893310546875,0.00832156200751964,1.0,1.0832769870758057,1933.955810546875,691.0062866210938,1741.3536415552103,660.8121337890625,973.2309266326943,477.7258605957031,1.0,19.9
conf1,22.8mrs0,2525.983154296875,701.1300048828125,0.01115421748582354,1.0,0.9783150553703308,2525.983154296875,728.3613891601562,2273.036656046001,678.114501953125,1266.08297385273,541.8682861328125,1.0,22.8
conf1,25.7mrs0,3196.947021484375,690.0806274414062,0.014467631882424973,1.0,0.8593127727508545,3196.947021484375,718.60009765625,2878.8311772789625,635.8323974609375,1599.0277131110142,570.160400390625,1.0,25.7
conf1,28.5mrs0,3946.847900390625,634.257568359375,0.018212599688627405,1.0,0.7227118611335754,3946.847900390625,664.4778442382812,3551.868430545609,538.24853515625,1972.0734163876818,562.5550537109375,1.0,28.5
conf1,31.4mrs0,4775.6865234375,549.515380859375,0.02177469963197341,1.0,0.6016417145729065,4775.68603515625,583.2879028320312,4298.566326609596,407.530029296875,2389.23429489377,521.8984375,1.0,31.4
conf1,34.2mrs0,5683.4609375,446.38116455078125,0.024148576843369945,1.0,0.47296857833862305,5683.4609375,484.33258056640625,5117.354525042917,258.51483154296875,2844.4840160988206,453.6100769042969,1.0,34.2
conf1,37.1mrs0,6670.1728515625,347.50469970703125,0.02517269100197783,1.0,0.3688368797302246,6670.1728515625,389.7650451660156,6001.789723527418,126.87345123291016,3341.88053570156,377.74420166015625,1.0,37.1
conf1,39.9mrs0,7735.8212890625,260.3067626953125,0.02495058963019494,1.0,0.28269627690315247,7735.8212890625,306.48236083984375,6965.09961568483,17.01537322998047,3875.3803403943093,304.1234436035156,1.0,39.9
conf1,42.8mrs0,8880.3955078125,196.27337646484375,0.02364286859471441,1.0,0.20933504402637482,8880.3955078125,245.3372802734375,7993.683358481926,-52.99782943725586,4436.982419974058,245.91683959960938,1.0,42.8
conf2,2.9mrs0,85.23699951171875,59.56537628173828,0.00022579852055703306,1.0,0.8010051250457764,85.23699951171875,60.60374069213867,76.3848543292323,44.77901840209961,43.567531233445855,19.224136352539062,2.0,2.9
conf2,5.7mrs0,340.9480285644531,222.29415893554688,0.0007542795357793661,1.0,1.1692144870758057,340.9480285644531,227.86277770996094,306.0513999018409,201.0560760498047,172.84899276918128,106.16148376464844,2.0,5.7
conf2,8.6mrs0,767.1329956054688,463.69830322265625,0.0015877440954875936,1.0,1.2620930671691895,767.1329956054688,477.9029846191406,690.2987219234635,439.3600769042969,382.14326394302066,251.91110229492188,2.0,8.6
conf2,11.4mrs0,1363.7921142578125,748.4158325195312,0.002890832265802167,1.0,1.2727810144424438,1363.7921142578125,774.012939453125,1226.7082182309025,732.8233032226562,683.7607968460782,438.0474853515625,2.0,11.4
conf2,14.2mrs0,2130.925048828125,1038.3614501953125,0.004574993876236411,1.0,1.236573576927185,2130.925048828125,1076.19287109375,1917.6806916388832,1034.278076171875,1067.4857803101054,643.2363891601562,2.0,14.2
conf2,17.1mrs0,3068.5322265625,1293.5303955078125,0.0066007900267027195,1.0,1.1708014011383057,3068.5322265625,1342.132568359375,2762.4141129992677,1295.926513671875,1535.2631157355606,861.3884887695312,2.0,17.1
conf2,19.9mrs0,4176.61279296875,1477.1090087890625,0.009041517746112015,1.0,1.087613821029663,4176.61279296875,1533.80859375,3760.5470957623174,1470.238525390625,2083.2990849034786,1055.345703125,2.0,19.9
conf2,22.8mrs0,5455.16796875,1574.790283203125,0.011942813224494864,1.0,0.9855735301971436,5455.16796875,1636.8253173828125,4910.046400206422,1535.24560546875,2725.480312437596,1201.9080810546875,2.0,22.8
conf2,25.7mrs0,6904.1962890625,1575.76318359375,0.015424645611674434,1.0,0.8661747574806213,6904.1962890625,1641.758544921875,6214.117372758299,1474.154296875,3451.7515072640053,1282.746826171875,2.0,25.7
conf2,28.5mrs0,8523.69921875,1474.8701171875,0.019157712467168162,1.0,0.73979252576828,8523.69921875,1545.864501953125,7668.76768488906,1284.790283203125,4262.256678780474,1281.2574462890625,2.0,28.5
conf2,31.4mrs0,10313.6767578125,1296.688720703125,0.022951355562195668,1.0,0.6151345372200012,10313.6767578125,1375.007568359375,9279.193006034106,1003.755859375,5154.9168008604365,1210.6036376953125,2.0,31.4
conf2,34.2mrs0,12274.126953125,1072.1033935546875,0.02585415885333799,1.0,0.49493205547332764,12274.126953125,1161.3070068359375,11045.788084828535,674.64990234375,6143.663887654857,1073.9625244140625,2.0,34.2
conf2,37.1mrs0,14405.0537109375,842.8753051757812,0.027262270946044085,1.0,0.388628214597702,14405.0537109375,944.59521484375,12963.77083854728,360.54852294921875,7208.618521925432,907.7241821289062,2.0,37.1
conf2,39.9mrs0,16706.44921875,634.9220581054688,0.027211472016171332,1.0,0.29732275009155273,16706.44921875,746.6014404296875,15037.113788514911,97.36410522460938,8343.73124910106,737.6417236328125,2.0,39.9
conf2,42.8mrs0,19178.296875,472.04144287109375,0.025892342968768845,1.0,0.22632837295532227,19178.296875,592.0520629882812,17260.228543140285,-86.85655212402344,9586.940187976677,592.873779296875,2.0,42.8
conf3,2.9mrs0,223.6182098388672,154.53741455078125,0.0003378943065784246,1.0,1.039209008216858,223.6182098388672,156.51422119140625,200.67397833986365,129.24603271484375,108.75196114431157,65.15194702148438,3.0,2.9
conf3,5.7mrs0,894.4727783203125,582.356689453125,0.0011250351768084946,1.0,1.2608219385147095,894.4727783203125,595.7841186523438,805.1714842031107,536.379150390625,447.7018952637126,293.3066101074219,3.0,5.7
conf3,8.6mrs0,2012.5638427734375,1217.7945556640625,0.002409225548022657,1.0,1.292263388633728,2012.5638427734375,1253.662353515625,1811.6014849116787,1161.1436767578125,1003.2456843646501,663.5330200195312,3.0,8.6
conf3,11.4mrs0,3577.890869140625,1981.0244140625,0.004023143381344866,1.0,1.2784514427185059,3577.890869140625,2047.340087890625,3220.755583904069,1934.8485107421875,1787.4265586244314,1140.7813720703125,3.0,11.4
conf3,14.2mrs0,5590.455078125,2777.671875,0.006124942546120797,1.0,1.2345900535583496,5590.455078125,2877.6767578125,5031.04818438401,2761.666748046875,2796.209360484645,1707.9354248046875,3.0,14.2
conf3,17.1mrs0,8050.2548828125,3497.70166015625,0.008505849313156968,1.0,1.1755801439285278,8050.2548828125,3628.52880859375,7242.902027743897,3507.5869140625,4025.603817509957,2287.11962890625,3.0,17.1
conf3,19.9mrs0,10957.291015625,4066.97119140625,0.011201870996771312,1.0,1.099101185798645,10957.291015625,4223.0322265625,9861.865412120676,4068.2802734375,5479.625446617346,2826.458251953125,3.0,19.9
conf3,22.8mrs0,14311.56640625,4399.212890625,0.014481530823118073,1.0,1.0007754564285278,14311.56640625,4575.16845703125,12880.349222230294,4332.09423828125,7158.2699370680975,3261.903564453125,3.0,22.8
conf3,25.7mrs0,18113.07421875,4472.9375,0.01831089886276634,1.0,0.8925202488899231,18113.07421875,4668.43896484375,16302.372072412816,4264.90966796875,9061.513819028838,3542.67626953125,3.0,25.7
conf3,28.5mrs0,22361.81640625,4272.53759765625,0.022612463598256555,1.0,0.7773942351341248,22361.81640625,4490.73779296875,20124.72592851981,3851.541015625,11193.374983003803,3629.9296875,3.0,28.5
conf3,31.4mrs0,27057.80078125,3834.96826171875,0.02684881819346135,1.0,0.6540047526359558,27057.80078125,4085.757568359375,24351.83441116928,3154.484130859375,13537.875085315967,3506.38427734375,3.0,31.4
conf3,34.2mrs0,32201.025390625,3251.32177734375,0.03003089685174512,1.0,0.5368056893348694,32201.025390625,3540.40087890625,28981.267159070107,2287.48291015625,16102.98058393076,3205.287841796875,3.0,34.2
