conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,rchi2_sim,rchi2_obs,conf_,wide_
conf0,4.8mrs0,8.12701416015625,0.0018928670324385166,4.6856660124100544e-05,1.0,0.00019707682076841593,8.12701416015625,0.007292649708688259,8.12701416015625,8.12701416015625,0.002851796569302678,0.014876406639814377,7.573944568634033,0.001984473317861557,3.717555046081543,0.0007332543609663844,4.6480165477180145e-16,0.40348946920536943,0.0,4.8
conf0,9.6mrs0,32.508056640625,0.02321668341755867,4.827283433767448e-05,1.0,0.000653893977869302,32.508056640625,0.028592878952622414,32.508056640625,32.508056640625,0.015691695734858513,0.047131627798080444,28.684072494506836,0.018027547746896744,15.580527305603027,0.006725551560521126,5.643625955803735e-16,0.4137025973940607,0.0,9.6
conf0,14.3mrs0,73.14311981201172,0.05296744406223297,5.470512672000001e-05,1.0,0.0009923407342284918,73.14311981201172,0.05996321886777878,73.14311981201172,73.14311981201172,0.03236549347639084,0.09998079389333725,66.67559814453125,0.047154661267995834,35.675052642822266,0.024749666452407837,4.523975694801283e-16,0.5331282380676442,0.0,14.3
conf0,19.1mrs0,130.0322265625,0.08311982452869415,6.717046084047115e-05,1.0,0.0011580209247767925,130.0322265625,0.09488791972398758,130.0322265625,130.0322265625,0.056986935436725616,0.14669737219810486,116.4212417602539,0.08452894538640976,64.4537124633789,0.04603351652622223,5.660109057836395e-16,0.44909724866304057,0.0,19.1
conf0,23.9mrs0,203.17535400390625,0.1040651947259903,9.395355455275615e-05,1.0,0.0011995771201327443,203.17535400390625,0.12474846839904785,203.17535400390625,203.17535400390625,0.072063148021698,0.19834953546524048,183.34156799316406,0.11810716986656189,99.71043395996094,0.06835930794477463,5.273056807981011e-16,0.48668070258767276,0.0,23.9
conf0,28.7mrs0,292.5725402832031,0.11516747623682022,0.0001181120102794832,1.0,0.0011620249133557081,292.5725402832031,0.14608684182167053,292.5725402832031,292.5725402832031,0.07623462378978729,0.2492363452911377,263.2845458984375,0.14141079783439636,143.3206329345703,0.09300737082958221,4.95228487924282e-16,0.5688893067926268,0.0,28.7
conf0,33.5mrs0,398.2236633300781,0.11558378487825394,0.00013960322877194605,1.0,0.0010823984630405903,398.2236633300781,0.15713432431221008,398.2236633300781,398.2236633300781,0.07245008647441864,0.29059627652168274,358.3656921386719,0.15037469565868378,199.59552001953125,0.10991467535495758,6.730968617046695e-16,0.6491800103216491,0.0,33.5
conf0,38.3mrs0,520.1287841796875,0.10331842303276062,0.0001529221767565279,1.0,0.0009633171139284968,520.1287841796875,0.15497538447380066,520.1287841796875,520.1287841796875,0.061634503304958344,0.3134208917617798,468.4825439453125,0.13434600830078125,258.3205871582031,0.11911466717720032,6.159864547084632e-16,0.7207991162301295,0.0,38.3
conf0,43.0mrs0,658.2868041992188,0.024602089077234268,0.00016378680823892045,1.0,0.0008818609640002251,658.2868041992188,0.13883092999458313,658.2868041992188,658.2868041992188,0.043204810470342636,0.32100385427474976,592.1565551757812,0.09198010712862015,329.421142578125,0.11895740777254105,6.373234284987144e-16,0.7996184707708557,0.0,43.0
conf0,47.8mrs0,812.6832885742188,0.027695300057530403,0.00016666890792842162,1.0,0.0009067312930710614,812.6832885742188,0.1215391531586647,812.6832885742188,812.6832885742188,0.028299368917942047,0.3227543234825134,732.0109252929688,0.051855526864528656,405.1828308105469,0.11077713221311569,6.460569516519554e-16,0.8584252411597718,0.0,47.8
conf0,52.6mrs0,983.2412719726562,0.028897684067487717,0.00016488772212242607,1.0,0.0009335140930488706,983.2412719726562,0.1008739024400711,983.2412719726562,983.2412719726562,0.015160979703068733,0.31933075189590454,883.50244140625,0.0053007155656814575,487.4105224609375,0.09816804528236389,6.463891300975541e-16,0.9088574247584776,0.0,52.6
conf0,57.4mrs0,1169.7044677734375,0.02988743968307972,0.00015182577198569872,1.0,0.0009422798175364733,1169.7044677734375,0.0807599350810051,1169.7044677734375,1169.7044677734375,0.006640035659074783,0.30964982509613037,1054.693115234375,-0.03338161110877991,582.0245361328125,0.08104115724563599,6.671938679190033e-16,0.9443428185336606,0.0,57.4
conf0,62.2mrs0,1371.4788818359375,0.03183027356863022,0.0001354871855876338,1.0,0.0009167222306132317,1371.4788818359375,0.06241578608751297,1371.4788818359375,1371.4788818359375,0.0019779065623879433,0.29782044887542725,1234.7816162109375,-0.05879788100719452,685.2457275390625,0.06155402958393097,7.398886687243706e-16,0.9701467012613689,0.0,62.2
conf0,67.0mrs0,1587.5028076171875,0.031080177053809166,0.00012061755591109916,1.0,0.0008483267156407237,1587.5028076171875,0.04696449264883995,1587.5028076171875,1587.5028076171875,0.00033388493466190994,0.27740728855133057,1434.109375,-0.06721057742834091,794.9261474609375,0.043898805975914,8.246593068920297e-16,0.9858980972461617,0.0,67.0
conf0,71.7mrs0,1816.2059326171875,0.029569286853075027,0.00010524168664415304,1.0,0.0007910175481811166,1816.2059326171875,0.03586200997233391,1816.2059326171875,1816.2059326171875,1.3666806808032561e-05,0.26175302267074585,1644.393798828125,-0.06509850919246674,913.0201416015625,0.027802182361483574,8.706675750755486e-16,0.9963303607634991,0.0,71.7
