conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,rchi2_sim,rchi2_obs,conf_,wide_
conf10,0.2mrs0,915.1901245117188,0.02029929682612419,4.839082992142412e-07,1.0,3.9297909097513184e-05,915.1901245117188,0.020890874788165092,915.1901245117188,915.1901245117188,0.019798096269369125,0.022023145109415054,822.248779296875,0.017945636063814163,456.8717346191406,0.009304855018854141,5.545420828168255e-16,0.037084115945577235,10.0,0.2
conf10,0.3mrs0,3660.76025390625,0.07623971253633499,4.869055393791028e-07,1.0,4.1575487557565793e-05,3660.76025390625,0.07916827499866486,3660.76025390625,3660.76025390625,0.07546582818031311,0.08298987150192261,3293.87158203125,0.07134656608104706,1830.1588134765625,0.03921230137348175,5.931410049132503e-16,0.05851811501399087,10.0,0.3
conf10,0.5mrs0,8236.7109375,0.154317244887352,4.930608186581873e-07,1.0,4.050676216138527e-05,8236.7109375,0.15979498624801636,8236.7109375,8236.7109375,0.1512126326560974,0.1686960905790329,7412.18017578125,0.1498170644044876,4120.2470703125,0.08404266089200974,5.353953360799676e-16,0.11036856333043527,10.0,0.5
conf10,0.7mrs0,14643.0419921875,0.22871440649032593,5.024355743859204e-07,1.0,3.775952791329473e-05,14643.0419921875,0.2371339350938797,14643.0419921875,14643.0419921875,0.22274623811244965,0.25212815403938293,13180.7646484375,0.2291046380996704,7315.13232421875,0.13764160871505737,5.640601641904677e-16,0.17490454646183198,10.0,0.7
conf10,0.9mrs0,22879.75,0.27876877784729004,5.150529825115025e-07,1.0,3.386497701285407e-05,22879.75,0.2868959903717041,22879.75,22879.75,0.2660910189151764,0.30875810980796814,20594.0234375,0.27869540452957153,11436.8427734375,0.1860838383436203,5.422640951912293e-16,0.2764988016108065,10.0,0.9
conf10,1.0mrs0,32946.8515625,0.28724515438079834,5.276938194148218e-07,1.0,2.87945986201521e-05,32946.8515625,0.2926049828529358,32946.8515625,32946.8515625,0.2663237750530243,0.3205606937408447,29653.171875,0.2682379484176636,16481.419921875,0.21369987726211548,5.387954611283389e-16,0.41563393189953884,10.0,1.0
conf10,1.2mrs0,44844.3125,0.2491060495376587,5.372559210882728e-07,1.0,2.238099477835931e-05,44844.3125,0.2521827816963196,44844.3125,44844.3125,0.22250308096408844,0.28439077734947205,40363.3984375,0.18790903687477112,22430.81640625,0.2094305455684662,5.414975793337778e-16,0.5926032013744577,10.0,1.2
conf10,1.4mrs0,58572.171875,0.19115467369556427,5.4064104236657e-07,1.0,1.631592385820113e-05,58572.171875,0.192258819937706,58572.171875,58572.171875,0.16201110184192657,0.22605480253696442,52718.296875,0.08322330564260483,29285.03515625,0.17890508472919464,5.564982540093688e-16,0.7532557283589173,10.0,1.4
conf10,1.5mrs0,74130.390625,0.13313254714012146,5.380915194021702e-07,1.0,1.149114359577652e-05,74130.390625,0.1339276134967804,74130.390625,74130.390625,0.10544849187135696,0.16712167859077454,66719.8984375,-0.004104213789105415,37052.05859375,0.13431072235107422,5.5556572669353e-16,0.867549931796576,10.0,1.5
conf10,1.7mrs0,91518.984375,0.08531051129102707,5.304888388883876e-07,1.0,8.050037649809383e-06,91518.984375,0.08924804627895355,91518.984375,91518.984375,0.06395198404788971,0.12046436220407486,82364.171875,-0.05021626874804497,45757.92578125,0.08813421428203583,5.563885846432402e-16,0.9320559025476035,10.0,1.7
conf10,1.9mrs0,110737.953125,0.050984591245651245,5.182892720578437e-07,1.0,5.79375682718819e-06,110737.953125,0.05796905979514122,110737.953125,110737.953125,0.03689614683389664,0.08584050089120865,99659.9296875,-0.05773750692605972,55374.63671875,0.04994194582104683,5.540110550612121e-16,0.9638522440701106,10.0,1.9
conf10,2.0mrs0,131787.28125,0.028282463550567627,5.049844231408889e-07,1.0,4.212246494716965e-06,131787.28125,0.038886018097400665,131787.28125,131787.28125,0.021346911787986755,0.06408525258302689,118605.59375,-0.044371653348207474,65904.1640625,0.02725926972925663,5.467407396833994e-16,0.9799528782313568,10.0,2.0
conf10,2.2mrs0,154667.03125,0.009531388059258461,4.950632206691003e-07,1.0,3.0309115572890732e-06,154667.03125,0.02666815184056759,154667.03125,154667.03125,0.011369210667908192,0.05175863951444626,139199.890625,-0.0283830389380455,77334.5234375,0.014347988180816174,5.540564028473614e-16,0.9899726407046163,10.0,2.2
conf10,2.4mrs0,179377.140625,0.00042020692490041256,4.890020778818587e-07,1.0,2.4486760139552644e-06,179377.140625,0.019307291135191917,179377.140625,179377.140625,0.005008625332266092,0.04880565404891968,161436.5,-0.014524186961352825,89681.7109375,0.006889908574521542,5.513312862010123e-16,0.9956338798968011,10.0,2.4
conf10,2.6mrs0,205917.484375,7.272786024259403e-05,4.85774258091498e-07,1.0,2.3248155684996163e-06,205917.484375,0.011592191644012928,205917.484375,205917.484375,0.00083866500062868,0.04601167514920235,185327.0,-0.006061526946723461,102959.71875,0.002727912738919258,5.484954834999702e-16,0.9984242006780663,10.0,2.6
