conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,rchi2_sim,rchi2_obs,conf_,wide_
conf5,2.9mrs0,1518.066650390625,1484.58154296875,0.0015783870610176572,1.0,1.854042410850525,1518.066650390625,1500.109130859375,1518.066650390625,1518.066650390625,1482.1300048828125,1518.23291015625,1367.2109375,1338.6070556640625,757.4036865234375,731.1251220703125,5.200056032019476e-16,0.0025554952868086706,5.0,2.9
conf5,5.7mrs0,6072.2666015625,5295.953125,0.004116590491347543,1.0,1.9075968265533447,6072.2666015625,5431.0166015625,6072.2666015625,6072.2666015625,5340.89697265625,5522.14599609375,5465.75390625,5035.8994140625,3030.17626953125,2878.3623046875,5.835840744460279e-16,0.009828237050349504,5.0,5.7
conf5,8.6mrs0,13662.5986328125,8968.9873046875,0.0067745557817656945,1.0,1.7096655368804932,13662.5986328125,9302.203125,13662.5986328125,13662.5986328125,9129.107421875,9477.470703125,12296.10546875,8908.6484375,6820.71533203125,5607.8232421875,5.480482109175955e-16,0.018424205652848927,5.0,8.6
conf5,11.4mrs0,24289.06640625,6477.4697265625,0.013078944615634884,1.0,1.0874499082565308,24289.06640625,6762.2666015625,24289.06640625,24289.06640625,6455.6787109375,7078.41015625,21862.298828125,6112.873046875,12147.08203125,5317.5927734375,5.582978571721675e-16,0.13104658760925036,5.0,11.4
conf5,14.2mrs0,37951.66796875,2796.864501953125,0.01213714985363352,1.0,0.46230632066726685,37951.66796875,2903.63916015625,37951.66796875,37951.66796875,2633.81884765625,3191.28515625,34154.3125,1427.65478515625,18981.302734375,2745.302734375,5.437146845229725e-16,0.43741815730184486,5.0,14.2
conf5,17.1mrs0,54650.3828125,831.437255859375,0.008769942994135027,1.0,0.149468794465065,54650.3828125,896.2040405273438,54650.3828125,54650.3828125,731.0030517578125,1084.5887451171875,49186.1328125,-61.39556884765625,27325.32421875,822.3447265625,5.524999079016871e-16,0.7659816937235474,5.0,17.1
conf5,19.9mrs0,74385.1875,165.03648376464844,0.004746386759296496,1.0,0.039310023188591,74385.1875,199.3072967529297,74385.1875,74385.1875,129.07052612304688,291.28363037109375,66949.3984375,-22.00838851928711,37201.1484375,77.51261901855469,5.577690988418375e-16,0.932442878035295,5.0,19.9
conf5,22.8mrs0,97156.203125,29.872528076171875,0.0019185053310071408,1.0,0.010638536885380745,97156.203125,48.9065055847168,97156.203125,97156.203125,24.689048767089844,85.30658721923828,87440.09375,31.14929962158203,48576.83203125,-17.844472885131836,5.68073595309778e-16,0.9692181293453757,5.0,22.8
conf5,25.7mrs0,122963.390625,10.501466751098633,0.0008139315150879853,1.0,0.007944074459373951,122963.390625,13.852211952209473,122963.390625,122963.390625,3.1791059970855713,37.02140808105469,110671.3828125,14.360689163208008,61474.33984375,-10.432331085205078,5.707655733195663e-16,0.9913415012815937,5.0,25.7
conf5,28.5mrs0,151806.703125,11.712529182434082,0.0005729394207068745,1.0,0.00855298712849617,151806.703125,9.336642265319824,151806.703125,151806.703125,0.11421743780374527,51.73686218261719,136624.109375,4.296207427978516,75903.6484375,-2.9803898334503174,5.776336025734072e-16,0.9978165716357205,5.0,28.5
conf5,31.4mrs0,183686.03125,12.180335998535156,0.0006215110646644939,1.0,0.009187852963805199,183686.03125,8.559486389160156,183686.03125,183686.03125,8.111223723972216e-05,66.3049087524414,165311.46875,2.664731979370117,91848.796875,0.36822977662086487,5.840250981972434e-16,0.9986573232298858,5.0,31.4
conf5,34.2mrs0,218601.46875,12.478595733642578,0.0006905951584053174,1.0,0.009800213389098644,218601.46875,8.833311080932617,218601.46875,218601.46875,-0.0021793253254145384,77.46105194091797,196739.859375,-1.2776026725769043,109303.7734375,1.6600905656814575,5.98205633875435e-16,0.9988655528619909,5.0,34.2
conf5,37.1mrs0,256553.125,12.74040412902832,0.0007584752974868333,1.0,0.010375474579632282,256553.125,3.451179265975952,256553.125,256553.125,-0.9867437481880188,64.86647033691406,230902.46875,-0.07116931676864624,128252.5390625,1.5029021501541138,6.102050860671093e-16,0.9995517757325122,5.0,37.1
conf5,39.9mrs0,297540.84375,72.84434509277344,0.0008259879762472733,1.0,0.01092525664716959,297540.84375,6.85793924331665,297540.84375,297540.84375,-0.32216876745224,90.19622039794922,267783.6875,-0.888587236404419,148769.15625,-0.019333600997924805,6.202463956801491e-16,0.9993195629305539,5.0,39.9
conf5,42.8mrs0,341564.40625,74.24549102783203,0.000892596761301055,1.0,0.011539786122739315,341564.40625,7.323949813842773,341564.40625,341564.40625,-0.3424984812736511,96.24346160888672,307408.8125,1.0594139099121094,170773.59375,-1.3394359350204468,6.260440653916794e-16,0.9993199313526396,5.0,42.8
