conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,rchi2_sim,rchi2_obs,conf_,wide_
conf9,0.1mrs0,218.92173767089844,0.005006115883588791,4.378777037455749e-07,1.0,2.8359600037219934e-05,218.92173767089844,0.005154751241207123,218.92173767089844,218.92173767089844,0.004764843732118607,0.0055653685703873634,197.13929748535156,0.003796597244217992,106.08323669433594,0.0015731031307950616,6.989243089740083e-16,0.03804445500359205,9.0,0.1
conf9,0.2mrs0,875.6868286132812,0.02025507763028145,4.3833983217263047e-07,1.0,3.778620157390833e-05,875.6868286132812,0.020803464576601982,875.6868286132812,875.6868286132812,0.019672879949212074,0.02197655290365219,788.9873046875,0.017629671841859818,434.8492126464844,0.008835907094180584,6.155600646550057e-16,0.03914739385373803,9.0,0.2
conf9,0.3mrs0,1970.29541015625,0.04232902079820633,4.3928267192419146e-07,1.0,3.968510645790957e-05,1970.29541015625,0.04385989159345627,1970.29541015625,1970.29541015625,0.04144354909658432,0.04636836796998978,1770.875244140625,0.039246004074811935,982.8167724609375,0.020830048248171806,5.875037507545825e-16,0.05962299840144771,9.0,0.3
conf9,0.5mrs0,3502.74755859375,0.0673784613609314,4.41044928963299e-07,1.0,3.947781806346029e-05,3502.74755859375,0.06972301751375198,3502.74755859375,3502.74755859375,0.06545232236385345,0.07417554408311844,3152.85107421875,0.0651778131723404,1749.918212890625,0.036056168377399445,6.084190869862428e-16,0.09522754023969202,9.0,0.5
conf9,0.6mrs0,5473.04150390625,0.09023835510015488,4.4366511750371516e-07,1.0,3.763616405194625e-05,5473.04150390625,0.09297244250774384,5473.04150390625,5473.04150390625,0.08639747649431229,0.09987279772758484,4927.6279296875,0.08990906924009323,2736.22265625,0.05261924862861633,5.88309885653629e-16,0.15005987710566618,9.0,0.6
conf9,0.7mrs0,7881.18212890625,0.10568922758102417,4.470183402482947e-07,1.0,3.44584186677821e-05,7881.18212890625,0.10801060497760773,7881.18212890625,7881.18212890625,0.09901005029678345,0.11754072457551956,7090.84423828125,0.10592503845691681,3937.69287109375,0.06756250560283661,5.830684594526881e-16,0.2288749699945478,9.0,0.7
conf9,0.8mrs0,10727.1630859375,0.10866082459688187,4.504133639776138e-07,1.0,2.9936420105514117e-05,10727.1630859375,0.11000051349401474,10727.1630859375,10727.1630859375,0.0991673693060875,0.12159514427185059,9655.736328125,0.10399338603019714,5358.3583984375,0.07688088715076447,5.710991010074509e-16,0.32890137399192076,9.0,0.8
conf9,0.9mrs0,14010.9853515625,0.09578887373209,4.527736026441806e-07,1.0,2.4312663299497217e-05,14010.9853515625,0.09606701135635376,14010.9853515625,14010.9853515625,0.08439107984304428,0.10877307504415512,12611.8427734375,0.07669704407453537,7010.1787109375,0.07673128694295883,5.644638132219642e-16,0.46405019840763345,9.0,0.9
conf9,1.0mrs0,17732.65625,0.0765298381447792,4.5308416036346574e-07,1.0,1.879553201433737e-05,17732.65625,0.07585769146680832,17732.65625,17732.65625,0.06453853100538254,0.08842848241329193,15955.583984375,0.03759961202740669,8865.1796875,0.06892023980617523,5.647695230266822e-16,0.6001019705043672,9.0,1.0
conf9,1.1mrs0,21892.17578125,0.05775873735547066,4.521730505932646e-07,1.0,1.4057673070055898e-05,21892.17578125,0.05671553686261177,21892.17578125,21892.17578125,0.04629741609096527,0.06858991086483002,19705.796875,0.0024413829669356346,10955.349609375,0.05651146173477173,5.675630412602519e-16,0.7216110747789606,9.0,1.1
conf9,1.2mrs0,26489.5234375,0.04161778464913368,4.5022677651750604e-07,1.0,1.0391370778961573e-05,26489.5234375,0.04072525352239609,26489.5234375,26489.5234375,0.031539589166641235,0.051540836691856384,23843.234375,-0.01916319504380226,13244.693359375,0.04219592362642288,5.641525034592561e-16,0.8162777194967833,9.0,1.2
conf9,1.4mrs0,31524.716796875,0.02770383656024933,4.472278929671556e-07,1.0,7.63604293751996e-06,31524.716796875,0.027468478307127953,31524.716796875,31524.716796875,0.01984603889286518,0.036828625947237015,28368.30859375,-0.026121048256754875,15763.23046875,0.026367535814642906,5.7816275150474765e-16,0.8845492074745599,9.0,1.4
conf9,1.5mrs0,36997.765625,0.01701112650334835,4.438354817993827e-07,1.0,5.862784291821299e-06,36997.765625,0.017817869782447815,36997.765625,36997.765625,0.011758322827517986,0.025666886940598488,33296.6484375,-0.020640471950173378,18494.9375,0.01304707583039999,5.617663748152278e-16,0.9294872315878681,9.0,1.5
conf9,1.6mrs0,42908.6640625,0.009523371234536171,4.4102621965158086e-07,1.0,4.306180471758125e-06,42908.6640625,0.011245624162256718,42908.6640625,42908.6640625,0.006321141961961985,0.018229756504297256,38616.2109375,-0.011272215284407139,21457.82421875,0.004902741871774197,5.708304036752299e-16,0.9628380494029833,9.0,1.6
conf9,1.7mrs0,49257.37890625,0.004288109485059977,4.3923543512591215e-07,1.0,2.996572447955259e-06,49257.37890625,0.006849200464785099,49257.37890625,49257.37890625,0.0026358466129750013,0.014116869308054447,44328.2109375,-0.003723499132320285,24639.875,0.0014002724783495069,5.538532044306144e-16,0.9854054808071532,9.0,1.7
