conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,rchi2_sim,rchi2_obs,conf_,wide_
conf3,2.9mrs0,223.6182098388672,0.013904348947107792,2.194391574088895e-06,1.0,9.434323146706447e-05,223.6182098388672,0.014937462285161018,223.6182098388672,223.6182098388672,0.01360362209379673,0.016355762258172035,200.67398071289062,0.012073396705091,108.75196838378906,0.005963294766843319,5.140472461688305e-16,0.053623546143549826,3.0,2.9
conf3,5.7mrs0,894.4728393554688,0.05304902791976929,2.198807814416162e-06,1.0,0.00011614309187280014,894.4728393554688,0.05612410977482796,894.4728393554688,894.4728393554688,0.05281607434153557,0.05956746265292168,805.1715087890625,0.05034362152218819,447.701904296875,0.02749907597899437,5.495775753334268e-16,0.04661404646747802,3.0,5.7
conf3,8.6mrs0,2012.563720703125,0.11023692041635513,2.223939139519624e-06,1.0,0.00012010581122012809,2012.563720703125,0.11657081544399261,2012.563720703125,2012.563720703125,0.10983889549970627,0.12357231229543686,1811.6014404296875,0.10736803710460663,1003.2457275390625,0.06168123707175255,5.667422139723462e-16,0.06627849308498884,3.0,8.6
conf3,11.4mrs0,3577.8916015625,0.17566758394241333,2.2609261003674963e-06,1.0,0.00011647822975646704,3577.8916015625,0.1859740912914276,3577.8916015625,3577.8916015625,0.17190730571746826,0.20078803598880768,3220.755615234375,0.17492449283599854,1787.4266357421875,0.10396188497543335,5.587759740709044e-16,0.1413239060467513,3.0,11.4
conf3,14.2mrs0,5590.45654296875,0.22719836235046387,2.3031840305491456e-06,1.0,0.00010691942588891834,5590.45654296875,0.2424195259809494,5590.45654296875,5590.45654296875,0.21986588835716248,0.26646506786346436,5031.04833984375,0.2313937246799469,2796.20947265625,0.1446283459663391,5.841178439793719e-16,0.23091004988536906,3.0,14.2
conf3,17.1mrs0,8050.2548828125,0.2300029993057251,2.3756423294433645e-06,1.0,8.928110764827579e-05,8050.2548828125,0.24731753766536713,8050.2548828125,8050.2548828125,0.22232738137245178,0.2741134464740753,7242.90185546875,0.23726266622543335,4025.603759765625,0.16518501937389374,5.43901240799657e-16,0.2629494518950057,3.0,17.1
conf3,19.9mrs0,10957.291015625,0.17620408535003662,2.4642189532112853e-06,1.0,6.695104821119457e-05,10957.291015625,0.1914513260126114,10957.291015625,10957.291015625,0.1658976525068283,0.21950288116931915,9861.865234375,0.17350950837135315,5479.62548828125,0.1486845761537552,5.303284324726863e-16,0.3888470086706967,3.0,19.9
conf3,22.8mrs0,14311.56640625,0.11857172846794128,2.5047268042616796e-06,1.0,4.6208297135308385e-05,14311.56640625,0.13142871856689453,14311.56640625,14311.56640625,0.10634017735719681,0.16018205881118774,12880.3505859375,0.09816259890794754,7158.26953125,0.11583947390317917,5.505842855376942e-16,0.5751457991023593,3.0,22.8
conf3,25.7mrs0,18113.07421875,0.06261522322893143,2.5042022693241406e-06,1.0,2.8690144972642884e-05,18113.07421875,0.07412847876548767,18113.07421875,18113.07421875,0.051048971712589264,0.10328800976276398,16302.373046875,0.027171090245246887,9061.513671875,0.07158257067203522,5.765679769143447e-16,0.7983738759549045,3.0,25.7
conf3,28.5mrs0,22361.81640625,0.0006944137276150286,2.4314308001490906e-06,1.0,2.779684837150853e-05,22361.81640625,0.039510294795036316,22361.81640625,22361.81640625,0.019308527931571007,0.07039940357208252,20124.7265625,-0.008909578435122967,11193.375,0.03842025250196457,5.831615691929119e-16,0.929020702517565,3.0,28.5
conf3,31.4mrs0,27057.80078125,0.0010601802496239543,2.331707977510828e-06,1.0,2.7716689146473072e-05,27057.80078125,0.0,27057.80078125,27057.80078125,-630.0407104492188,630.358642578125,24351.8359375,-0.018742993474006653,13537.875,0.019251907244324684,5.753760933884311e-16,1.0004468818890266,3.0,31.4
conf3,34.2mrs0,32201.025390625,0.0010177661897614598,2.2344032069978642e-06,1.0,2.7621888875728473e-05,32201.025390625,0.0,32201.025390625,32201.025390625,-7483789.5,7483790.5,28981.267578125,-0.017320359125733376,16102.9794921875,0.009288584813475609,5.998165042318284e-16,1.000372765645794,3.0,34.2
conf3,37.1mrs0,37791.4765625,0.001044636475853622,2.1601083616128284e-06,1.0,2.7717283956008032e-05,37791.4765625,0.0,37791.4765625,37791.4765625,-1.4004292488098145,1.4050354957580566,34015.0234375,-0.012400352396070957,18908.701171875,0.0038605406880378723,5.960880932206797e-16,1.0002120558489307,3.0,37.1
conf3,39.9mrs0,43829.171875,0.0010689162882044911,2.1170961596299305e-06,1.0,2.7549418518901803e-05,43829.171875,-3.447263952693902e-05,43829.171875,43829.171875,-0.1446659415960312,0.16334474086761475,39445.91015625,-0.007035424467176199,21915.046875,0.0017030376475304365,6.098615548762921e-16,1.0000972170561402,3.0,39.9
conf3,42.8mrs0,50314.00390625,0.00028611411107704043,2.0873576243777904e-06,1.0,2.7035561288357712e-05,50314.00390625,-6.368051981553435e-05,50314.00390625,50314.00390625,-0.08704216778278351,0.10272091627120972,45282.73046875,-0.004946735221892595,25162.0078125,0.0003917515859939158,6.114229315414613e-16,1.0000362534838405,3.0,42.8
