conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,rchi2_sim,rchi2_obs,conf_,wide_
conf1,2.9mrs0,39.468482971191406,39.76555633544922,5.333978250386943e-05,1.0,0.8149974942207336,39.468482971191406,39.85028839111328,39.468482971191406,39.468482971191406,39.490081787109375,40.21267318725586,35.32950973510742,25.27397918701172,18.50388526916504,10.709874153137207,4.128638527285023e-16,0.00021837604907537394,1.0,2.9
conf1,5.7mrs0,157.8739471435547,149.87753295898438,0.00023392221562380892,1.0,1.4369901418685913,157.8739471435547,152.32452392578125,157.8739471435547,157.8739471435547,150.60650634765625,154.05555725097656,141.43861389160156,126.07966613769531,78.71247863769531,58.21078872680664,6.096050056172372e-16,0.0007105474481794535,1.0,5.7
conf1,8.6mrs0,355.21636962890625,315.1525573730469,0.0006478481661411469,1.0,1.6517250537872314,355.21636962890625,322.8395080566406,355.21636962890625,355.21636962890625,318.2752685546875,327.447265625,319.9709777832031,287.8985595703125,175.03411865234375,151.5363311767578,5.486405129886812e-16,0.0016918669884746242,1.0,8.6
conf1,11.4mrs0,631.4957275390625,506.6117248535156,0.0012433534304498452,1.0,1.6867820024490356,631.4957275390625,522.2294311523438,631.4957275390625,631.4957275390625,513.65380859375,530.8999633789062,568.6505126953125,479.3456115722656,315.4324951171875,264.9134521484375,6.010846387835844e-16,0.0030596642262938527,1.0,11.4
conf1,14.2mrs0,986.7120971679688,675.3132934570312,0.002198750178948719,1.0,1.6105952262878418,986.7120971679688,699.9944458007812,986.7120971679688,986.7120971679688,686.3719482421875,713.7960205078125,886.128173828125,660.4108276367188,487.91192626953125,393.9186706542969,5.679799737782936e-16,0.005131858976635703,1.0,14.2
conf1,17.1mrs0,1420.865478515625,747.04150390625,0.0036066259855206907,1.0,1.4223804473876953,1420.865478515625,778.0299072265625,1420.865478515625,1420.865478515625,757.6981811523438,798.7222290039062,1279.7039794921875,745.583740234375,708.51416015625,482.8323974609375,5.704307253589857e-16,0.009278924369728726,1.0,17.1
conf1,19.9mrs0,1933.955810546875,650.789306640625,0.00536551753026068,1.0,1.1182194948196411,1933.955810546875,679.1395874023438,1933.955810546875,1933.955810546875,651.8794555664062,707.1490478515625,1741.3536376953125,642.3087768554688,973.23095703125,485.9703369140625,5.531283977315215e-16,0.021813998239802825,1.0,19.9
conf1,22.8mrs0,2525.983154296875,484.27191162109375,0.00668266343107361,1.0,0.7934120893478394,2525.983154296875,503.264404296875,2525.983154296875,2525.983154296875,473.2719421386719,534.498046875,2273.03662109375,437.74566650390625,1266.0830078125,411.21649169921875,5.676005849232315e-16,0.047351555572075855,1.0,22.8
conf1,25.7mrs0,3196.947021484375,383.4029541015625,0.006754916244417362,1.0,0.5799726247787476,3196.947021484375,397.4994812011719,3196.947021484375,3196.947021484375,368.7691650390625,427.6845397949219,2878.831298828125,311.4376525878906,1599.0277099609375,347.4382629394531,5.650034709236341e-16,0.06862892705961937,1.0,25.7
conf1,28.5mrs0,3946.847900390625,215.0821533203125,0.0064953729269455725,1.0,0.3371620774269104,3946.847900390625,222.9326629638672,3946.847900390625,3946.847900390625,201.2781524658203,246.08705139160156,3551.868408203125,133.9637451171875,1972.073486328125,211.91326904296875,5.82451082110923e-16,0.11902933501381079,1.0,28.5
conf1,31.4mrs0,4775.6865234375,94.24732971191406,0.005508949254591333,1.0,0.16207380592823029,4775.68603515625,98.82955169677734,4775.68603515625,4775.68603515625,85.40583038330078,113.59093475341797,4298.56591796875,40.57487487792969,2389.234375,96.70926666259766,5.569881305308814e-16,0.2136548883054144,1.0,31.4
conf1,34.2mrs0,5683.4609375,31.82710075378418,0.004253924341961139,1.0,0.06740041822195053,5683.4609375,34.50758743286133,5683.4609375,5683.4609375,26.299728393554688,44.2668571472168,5117.3544921875,-4.254788398742676,2844.48388671875,30.611228942871094,6.008648710453767e-16,0.47331922711512275,1.0,34.2
conf1,37.1mrs0,6670.1728515625,10.280922889709473,0.0031284546506583706,1.0,0.027140222489833832,6670.1728515625,12.710498809814453,6670.1728515625,6670.1728515625,7.769315719604492,19.398103713989258,6001.7900390625,-10.13410758972168,3341.880615234375,7.480287075042725,5.998892888477265e-16,0.7329622844974082,1.0,37.1
conf1,39.9mrs0,7735.8212890625,5.017685890197754,0.0023181992921596753,1.0,0.014797741547226906,7735.8212890625,7.347430229187012,7735.8212890625,7735.8212890625,3.9946744441986084,12.189915657043457,6965.099609375,-5.152195930480957,3875.38037109375,2.892606258392334,5.849294311378874e-16,0.8037064500079748,1.0,39.9
conf1,42.8mrs0,8880.3955078125,2.3455100059509277,0.0017317743883450162,1.0,0.008842531591653824,8880.3955078125,4.549419403076172,8880.3955078125,8880.3955078125,2.2323458194732666,8.08473014831543,7993.68359375,-1.7171998023986816,4436.982421875,1.0718050003051758,6.376800550993612e-16,0.8477373275331944,1.0,42.8
