conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,rchi2_sim,rchi2_obs,conf_,wide_
conf2,2.9mrs0,85.23699951171875,85.12646484375,0.0005139601837498165,1.0,1.1628353595733643,85.23699951171875,85.56845092773438,85.23699951171875,85.23699951171875,85.08818817138672,86.05050659179688,76.38484954833984,61.273780822753906,43.56753158569336,25.825090408325195,7.767369808217149e-16,0.00012775289862244424,2.0,2.9
conf2,5.7mrs0,340.947998046875,335.137451171875,0.0017684812407941486,1.0,1.6788588762283325,340.947998046875,338.6058654785156,340.947998046875,340.947998046875,336.2156982421875,341.0073547363281,306.0513916015625,289.76593017578125,172.8489990234375,149.2620849609375,6.852635701304578e-16,0.00041496055823774165,2.0,5.7
conf2,8.6mrs0,767.133056640625,732.7022705078125,0.00440462449702977,1.0,1.8244284391403198,767.133056640625,746.5164794921875,767.133056640625,767.133056640625,738.0995483398438,754.9970703125,690.2987060546875,661.188232421875,382.14324951171875,364.3320617675781,6.332008141520997e-16,0.0012782506905388308,2.0,8.6
conf2,11.4mrs0,1363.7918701171875,1252.756103515625,0.0073584438458437745,1.0,1.8647762537002563,1363.7918701171875,1285.813232421875,1363.7918701171875,1363.7918701171875,1266.7650146484375,1305.0517578125,1226.708251953125,1168.02197265625,683.7608642578125,654.2074584960938,5.28797282117014e-16,0.00224202499451004,2.0,11.4
conf2,14.2mrs0,2130.925048828125,1857.4998779296875,0.010827478465110172,1.0,1.8623942136764526,2130.925048828125,1920.9373779296875,2130.925048828125,2130.925048828125,1886.133056640625,1956.16748046875,1917.6806640625,1771.052490234375,1067.48583984375,999.5245361328125,5.901412342194449e-16,0.0034176349859324595,2.0,14.2
conf2,17.1mrs0,3068.5322265625,2497.0986328125,0.014485963129856089,1.0,1.8309472799301147,3068.5322265625,2600.257568359375,3068.5322265625,3068.5322265625,2545.554443359375,2655.739013671875,2762.4140625,2425.283203125,1535.26318359375,1409.072998046875,5.09691295506695e-16,0.004705792818280578,2.0,17.1
conf2,19.9mrs0,4176.61279296875,3111.47412109375,0.01768085681581447,1.0,1.778391718864441,4176.61279296875,3256.835693359375,4176.61279296875,4176.61279296875,3179.305908203125,3335.615478515625,3760.547119140625,3073.751953125,2083.299072265625,1840.764404296875,6.125147819049749e-16,0.006160886528973405,2.0,19.9
conf2,22.8mrs0,5455.16796875,3627.198486328125,0.0204753723636768,1.0,1.6955912113189697,5455.16796875,3815.5224609375,5455.16796875,5455.16796875,3714.259033203125,3918.609619140625,4910.046875,3632.032470703125,2725.48046875,2254.79736328125,5.651125224511266e-16,0.00782776061985241,2.0,22.8
conf2,25.7mrs0,6904.1962890625,3953.7685546875,0.023510145171576898,1.0,1.5638411045074463,6904.1962890625,4181.9443359375,6904.1962890625,6904.1962890625,4056.498046875,4309.94873046875,6214.1171875,4000.294921875,3451.75146484375,2601.8076171875,6.002313443771437e-16,0.010192784907402714,2.0,25.7
conf2,28.5mrs0,8523.69921875,4012.39892578125,0.02782202019816143,1.0,1.4207890033721924,8523.69921875,4271.06689453125,8523.69921875,8523.69921875,4121.2265625,4424.48828125,7668.76708984375,4076.2265625,4262.2568359375,2819.443603515625,5.841424604378987e-16,0.014113302458045604,2.0,28.5
conf2,31.4mrs0,10313.6767578125,3844.556640625,0.030574880347371918,1.0,1.2505534887313843,10313.6767578125,4113.96044921875,10313.6767578125,10313.6767578125,3943.283935546875,4289.4736328125,9279.193359375,3874.887939453125,5154.9169921875,2918.085693359375,5.894639417327898e-16,0.019820924562090985,2.0,31.4
conf2,34.2mrs0,12274.126953125,3564.10546875,0.03046638686773555,1.0,1.0799640417099,12274.126953125,3821.802734375,12274.126953125,12274.126953125,3638.8056640625,4010.7978515625,11045.787109375,3511.27392578125,6143.6640625,2885.21484375,5.5535570800256e-16,0.026406563062500943,2.0,34.2
conf2,37.1mrs0,14405.0537109375,3211.774658203125,0.03030977593476388,1.0,0.9237247705459595,14405.0537109375,3460.555419921875,14405.0537109375,14405.0537109375,3273.401123046875,3654.650634765625,12963.7705078125,3072.521728515625,7208.61865234375,2763.076171875,6.290591018762088e-16,0.033594235861370385,2.0,37.1
conf2,39.9mrs0,16706.44921875,2806.7236328125,0.02976188482914687,1.0,0.7709306478500366,16706.44921875,3042.82861328125,16706.44921875,16706.44921875,2857.712646484375,3235.68603515625,15037.115234375,2584.458740234375,8343.73046875,2558.596435546875,6.363027494529609e-16,0.042232452055658634,2.0,39.9
conf2,42.8mrs0,19178.296875,2359.4248046875,0.029110476578312124,1.0,0.6472223401069641,19178.296875,2581.68212890625,19178.296875,19178.296875,2403.42822265625,2768.428955078125,17260.228515625,2059.989990234375,9586.939453125,2275.42822265625,6.513521149850626e-16,0.053724282858109824,2.0,42.8
