conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf1,2.9mrs0,39.468482971191406,30.900741577148438,4.1448907180904806e-05,1.0,0.6333125829696655,39.468482971191406,30.966583251953125,35.3295107398583,18.329113006591797,18.503883934956335,7.116665840148926,1.0,2.9
conf1,5.7mrs0,157.87393188476562,116.46578979492188,0.0001817746511414673,1.0,1.1166462898254395,157.87393188476562,118.3672866821289,141.4386193787942,98.00373840332031,78.71248508824904,48.935211181640625,1.0,5.7
conf1,8.6mrs0,355.21636962890625,244.89657592773438,0.000503425386308559,1.0,1.2835110425949097,355.21636962890625,250.8699188232422,319.9709649700717,223.90835571289062,175.0341177696655,116.29740905761719,1.0,8.6
conf1,11.4mrs0,631.4957275390625,393.67431640625,0.0009661764188055737,1.0,1.3107528686523438,631.4957275390625,405.8104248046875,568.6505442977669,374.83209228515625,315.43250204010633,209.87835693359375,1.0,11.4
conf1,14.2mrs0,986.7120971679688,524.7677612304688,0.0017085895233991159,1.0,1.2515501976013184,986.7120971679688,543.94677734375,886.1281914355636,513.6358032226562,487.9119386248965,307.5307922363281,1.0,14.2
conf1,17.1mrs0,1420.865478515625,580.505859375,0.002802611929356627,1.0,1.1052935123443604,1420.865478515625,604.5860595703125,1279.7040003528446,579.6156005859375,708.5141486741338,374.5345458984375,1.0,17.1
conf1,19.9mrs0,1933.955810546875,505.71087646484375,0.004169399147842473,1.0,0.8689382076263428,1933.955810546875,527.740966796875,1741.3536415552103,500.1460876464844,973.2309266326943,373.6679382324219,1.0,19.9
conf1,22.8mrs0,2525.983154296875,376.31463623046875,0.005192917499485421,1.0,0.6165391802787781,2525.983154296875,391.0732421875,2273.036656046001,341.2926025390625,1266.08297385273,316.9081115722656,1.0,22.8
conf1,25.7mrs0,3196.947021484375,297.93212890625,0.005249064193843015,1.0,0.45068109035491943,3196.947021484375,308.8861389160156,2878.8311772789625,241.6356201171875,1599.0277131110142,269.652587890625,1.0,25.7
conf1,28.5mrs0,3946.847900390625,167.13455200195312,0.005047379393868524,1.0,0.26199957728385925,3946.847900390625,173.23497009277344,3551.868430545609,103.85240173339844,1972.0734163876818,164.67611694335938,1.0,28.5
conf1,31.4mrs0,4775.6865234375,73.237060546875,0.004280856128518237,1.0,0.12594318389892578,4775.68603515625,76.79776763916016,4298.566326609596,31.417552947998047,2389.23429489377,75.24697875976562,1.0,31.4
conf1,34.2mrs0,5683.4609375,24.731983184814453,0.0033056102228683315,1.0,0.052375052124261856,5683.4609375,26.81492042541504,5117.354525042917,-3.294583797454834,2844.4840160988206,23.738014221191406,1.0,34.2
conf1,37.1mrs0,6670.1728515625,7.989028453826904,0.0024310377441411654,1.0,0.021089935675263405,6670.1728515625,9.877020835876465,6001.789723527418,-7.992527484893799,3341.88053570156,5.740296363830566,1.0,37.1
conf1,39.9mrs0,7735.8212890625,3.8991079330444336,0.0018014102766591043,1.0,0.01149892620742321,7735.8212890625,5.710253715515137,6965.09961568483,-4.069554328918457,3875.3803403943093,2.249955654144287,1.0,39.9
conf1,42.8mrs0,8880.3955078125,1.8226326704025269,0.0013457152935355372,1.0,0.00687129283323884,8880.3955078125,3.5354442596435547,7993.683358481926,-1.3649981021881104,4436.982419974058,0.8643158078193665,1.0,42.8
