conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf10,0.2mrs0,633.0,646.479736328125,0.00018748519423709032,1.0,1.999280571937561,,,,,,,633.0,610.1678466796875,633.0,481.54364013671875,10.0,0.2
conf10,0.3mrs0,2537.0,2581.97705078125,0.0003159015733552447,1.0,2.02007794380188,,,,,,,2537.0,2522.23828125,2537.0,2265.189208984375,10.0,0.3
conf10,0.5mrs0,5713.0,5808.6630859375,0.00044769991642892946,1.0,2.0492775440216064,,,,,,,5713.0,5722.474609375,5713.0,5356.2275390625,10.0,0.5
conf10,0.7mrs0,10137.0,10289.7490234375,0.000586599184255808,1.0,2.068704128265381,,,,,,,10137.0,10181.80859375,10137.0,9687.970703125,10.0,0.7
conf10,0.9mrs0,15853.0,16072.9169921875,0.000745481027189656,1.0,2.0929813385009766,,,,,,,15853.0,15940.7294921875,15853.0,15334.1826171875,10.0,0.9
conf10,1.0mrs0,22853.0,23132.95703125,0.0009420376068448366,1.0,2.178257465362549,,,,,,,22853.0,22978.7578125,22853.0,22259.814453125,10.0,1.0
conf10,1.2mrs0,31101.0,31372.189453125,0.0011881740594222047,1.0,2.2769036293029785,,,,,,,31101.0,31196.908203125,31101.0,30362.005859375,10.0,1.2
conf10,1.4mrs0,40597.0,40825.0703125,0.0014618341357764781,1.0,2.3091325759887695,,,,,,,40597.0,40634.1171875,40597.0,39709.3203125,10.0,1.4
conf10,1.5mrs0,51357.0,51286.8203125,0.0019398887946514582,1.0,2.3543736934661865,,,,,,,51357.0,51077.36328125,51357.0,50074.359375,10.0,1.5
conf10,1.7mrs0,63433.0,64876.32421875,0.0023710595553413137,1.0,2.6861953735351562,,,,,,,63433.0,62716.07421875,63433.0,61601.1484375,10.0,1.7
conf10,1.9mrs0,76801.0,77351.640625,0.003322877578604231,1.0,2.473068952560425,,,,,,,76801.0,74812.53125,76801.0,73644.171875,10.0,1.9
conf10,2.0mrs0,91393.0,60598.390625,0.07306525931117284,1.0,2.576209783554077,,,,,,,91393.0,36997.078125,91393.0,37737.046875,10.0,2.0
conf10,2.2mrs0,107233.0,33188.48046875,0.06811216619690826,1.0,2.403386116027832,,,,,,,107233.0,32063.181640625,107233.0,32982.96875,10.0,2.2
conf10,2.4mrs0,124329.0,16086.0185546875,0.05957156124733304,1.0,2.1726949214935303,,,,,,,124329.0,29474.001953125,124329.0,30108.40234375,10.0,2.4
conf10,2.6mrs0,142749.0,32600.69921875,0.05601193014026354,1.0,2.011667013168335,,,,,,,142749.0,27588.357421875,142749.0,28256.5859375,10.0,2.6
