conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf0,4.8mrs0,5.0,4.808581352233887,0.00021039569370018648,1.0,0.17785018682479858,,,,,,,5.0,4.317854881286621,5.0,2.1338343620300293,0.0,4.8
conf0,9.6mrs0,21.0,19.553319931030273,0.0013458169535304238,1.0,0.6510212421417236,,,,,,,21.0,17.838716506958008,21.0,9.922187805175781,0.0,9.6
conf0,14.3mrs0,49.0,44.52088165283203,0.0034586300898746146,1.0,1.1880744695663452,,,,,,,49.0,41.1909065246582,49.0,22.962444305419922,0.0,14.3
conf0,19.1mrs0,89.0,80.65127563476562,0.004991164696050853,1.0,1.5793226957321167,,,,,,,89.0,75.36312866210938,89.0,44.60825729370117,0.0,19.1
conf0,23.9mrs0,137.0,121.11884307861328,0.006642031191079981,1.0,1.715299129486084,,,,,,,137.0,115.78326416015625,137.0,75.04852294921875,0.0,23.9
conf0,28.7mrs0,197.0,166.41708374023438,0.008615963829587861,1.0,1.7153942584991455,,,,,,,197.0,161.17166137695312,197.0,115.14656066894531,0.0,28.7
conf0,33.5mrs0,277.0,222.80841064453125,0.011623082357316945,1.0,1.717410922050476,,,,,,,277.0,217.6790313720703,277.0,168.48513793945312,0.0,33.5
conf0,38.3mrs0,357.0,273.721923828125,0.013970467906073125,1.0,1.6709309816360474,,,,,,,357.0,269.47265625,357.0,219.0168914794922,0.0,38.3
conf0,43.0mrs0,457.0,348.507568359375,0.014505657208050573,1.0,1.6702486276626587,,,,,,,457.0,343.47528076171875,457.0,285.33935546875,0.0,43.0
conf0,47.8mrs0,561.0,404.2449951171875,0.01707046604284871,1.0,1.650526523590088,,,,,,,561.0,399.7815856933594,561.0,342.6444396972656,0.0,47.8
conf0,52.6mrs0,673.0,451.14886474609375,0.021824838548568665,1.0,1.550597906112671,,,,,,,673.0,447.2177429199219,673.0,393.6307678222656,0.0,52.6
conf0,57.4mrs0,805.0,525.880615234375,0.022422929325141207,1.0,1.4596754312515259,,,,,,,805.0,520.8995361328125,805.0,465.852294921875,0.0,57.4
conf0,62.2mrs0,949.0,526.5802001953125,0.027360328483522846,1.0,1.3288522958755493,,,,,,,949.0,519.2568359375,949.0,484.067138671875,0.0,62.2
conf0,67.0mrs0,1101.0,425.2371826171875,0.03555012118751743,1.0,1.0744727849960327,,,,,,,1101.0,403.9635925292969,1101.0,399.7236328125,0.0,67.0
conf0,71.7mrs0,1265.0,377.0093078613281,0.040320368531420236,1.0,0.9983074069023132,,,,,,,1265.0,346.54449462890625,1265.0,358.1278381347656,0.0,71.7
