conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf4,2.9mrs0,373.0,378.0561828613281,8.599286714543835e-05,1.0,1.9579095840454102,,,,,,,373.0,359.2492980957031,373.0,255.9071044921875,4.0,2.9
conf4,5.7mrs0,1481.0,1498.3221435546875,0.00015294049367835702,1.0,1.9921377897262573,,,,,,,1481.0,1468.236328125,1481.0,1272.63818359375,4.0,5.7
conf4,8.6mrs0,3341.0,3370.71484375,0.00020564679978794307,1.0,1.9873077869415283,,,,,,,3341.0,3331.7099609375,3341.0,3044.865478515625,4.0,8.6
conf4,11.4mrs0,5957.0,5987.31201171875,0.00028814718656787496,1.0,1.985905408859253,,,,,,,5957.0,5940.2705078125,5957.0,5567.48046875,4.0,11.4
conf4,14.2mrs0,9265.0,9270.291015625,0.00040374676888586765,1.0,1.9809346199035645,,,,,,,9265.0,9217.4677734375,9265.0,8760.732421875,4.0,14.2
conf4,17.1mrs0,13373.0,13298.548828125,0.0005772020208405214,1.0,1.9705442190170288,,,,,,,13373.0,13238.8984375,13373.0,12704.185546875,4.0,17.1
conf4,19.9mrs0,18197.0,17880.5078125,0.0008322634529095577,1.0,1.9570136070251465,,,,,,,18197.0,17823.552734375,18197.0,17205.841796875,4.0,19.9
conf4,22.8mrs0,23717.0,22927.90625,0.0011700575234234144,1.0,1.9382551908493042,,,,,,,23717.0,22879.484375,23717.0,22222.23046875,4.0,22.8
conf4,25.7mrs0,30041.0,28457.314453125,0.0015853653551658135,1.0,1.920006513595581,,,,,,,30041.0,28407.732421875,30041.0,27692.111328125,4.0,25.7
conf4,28.5mrs0,37065.0,34250.65234375,0.0021035655287617895,1.0,1.8954393863677979,,,,,,,37065.0,34208.765625,37065.0,33410.37109375,4.0,28.5
conf4,31.4mrs0,44885.0,40460.23828125,0.0026277720993391866,1.0,1.8811873197555542,,,,,,,44885.0,40423.45703125,44885.0,39577.234375,4.0,31.4
conf4,34.2mrs0,53457.0,47486.51953125,0.0029756329257134284,1.0,1.877623200416565,,,,,,,53457.0,47449.0,53457.0,46537.69140625,4.0,34.2
conf4,37.1mrs0,62697.0,57219.3046875,0.002674495309145297,1.0,1.9125444889068604,,,,,,,62697.0,57163.59375,62697.0,56131.578125,4.0,37.1
conf4,39.9mrs0,72749.0,59854.0859375,0.004656787195314216,1.0,1.8556621074676514,,,,,,,72749.0,59823.2578125,72749.0,58835.7421875,4.0,39.9
conf4,42.8mrs0,83445.0,55048.77734375,0.00817579158551375,1.0,1.7636747360229492,,,,,,,83445.0,55034.72265625,83445.0,54159.71875,4.0,42.8
