conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf1,2.9mrs0,25.0,23.58240509033203,0.0005499090306258697,1.0,0.6914963126182556,,,,,,,25.0,21.910934448242188,25.0,13.45236587524414,1.0,2.9
conf1,5.7mrs0,109.0,101.82196044921875,0.0018798669386551612,1.0,1.6385231018066406,,,,,,,109.0,96.93331909179688,109.0,59.940704345703125,1.0,5.7
conf1,8.6mrs0,241.0,220.39404296875,0.003625336257313047,1.0,1.78231942653656,,,,,,,241.0,213.27366638183594,241.0,155.7432403564453,1.0,8.6
conf1,11.4mrs0,437.0,396.7381591796875,0.004688258299130262,1.0,1.9735515117645264,,,,,,,437.0,389.59844970703125,437.0,312.00347900390625,1.0,11.4
conf1,14.2mrs0,673.0,606.2295532226562,0.0056622922243317894,1.0,1.9175374507904053,,,,,,,673.0,599.9664916992188,673.0,510.52734375,1.0,14.2
conf1,17.1mrs0,981.0,867.8003540039062,0.007299443767724777,1.0,1.8772062063217163,,,,,,,981.0,861.727783203125,981.0,756.5066528320312,1.0,17.1
conf1,19.9mrs0,1353.0,1171.5693359375,0.008860979260659645,1.0,1.899786114692688,,,,,,,1353.0,1166.950927734375,1353.0,1056.780029296875,1.0,19.9
conf1,22.8mrs0,1757.0,1482.802001953125,0.010520418334001221,1.0,1.8336068391799927,,,,,,,1757.0,1479.60546875,1757.0,1358.6116943359375,1.0,22.8
conf1,25.7mrs0,2217.0,1802.317626953125,0.012950126040925753,1.0,1.7796411514282227,,,,,,,2217.0,1799.85791015625,2217.0,1687.327880859375,1.0,25.7
conf1,28.5mrs0,2733.0,2138.88671875,0.015447806830747162,1.0,1.7231591939926147,,,,,,,2733.0,2137.174560546875,2733.0,2022.0865478515625,1.0,28.5
conf1,31.4mrs0,3313.0,2462.77490234375,0.018722669824194276,1.0,1.6208393573760986,,,,,,,3313.0,2459.4130859375,3313.0,2342.884765625,1.0,31.4
conf1,34.2mrs0,3945.0,2630.710205078125,0.02417511545256142,1.0,1.4984160661697388,,,,,,,3945.0,2622.72314453125,3945.0,2533.13232421875,1.0,34.2
conf1,37.1mrs0,4637.0,2634.79052734375,0.03124040570228438,1.0,1.3302642107009888,,,,,,,4637.0,2613.045654296875,4637.0,2561.3994140625,1.0,37.1
conf1,39.9mrs0,5377.0,2474.717529296875,0.040099228183154374,1.0,1.1901381015777588,,,,,,,5377.0,2429.055908203125,5377.0,2430.185546875,1.0,39.9
conf1,42.8mrs0,6149.0,2069.31103515625,0.051897898926342445,1.0,1.0568995475769043,,,,,,,6149.0,1992.0416259765625,6149.0,2048.305419921875,1.0,42.8
