conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf10,0.2mrs0,633.0,575.979736328125,0.0003940903638537393,1.0,2.0128750801086426,,,,,,,633.0,511.2633056640625,633.0,493.10870361328125,10.0,0.2
conf10,0.3mrs0,2537.0,2527.95068359375,0.0007064233952322778,1.0,2.080533504486084,,,,,,,2537.0,2368.66650390625,2537.0,2314.84716796875,10.0,0.3
conf10,0.5mrs0,5713.0,5807.99169921875,0.0010533729062024418,1.0,2.0780322551727295,,,,,,,5713.0,5545.58203125,5713.0,5466.263671875,10.0,0.5
conf10,0.7mrs0,10137.0,10347.869140625,0.001447625641261936,1.0,2.075726270675659,,,,,,,10137.0,9975.7236328125,10137.0,9894.642578125,10.0,0.7
conf10,0.9mrs0,15853.0,16259.76953125,0.0018605342798652476,1.0,2.063314199447632,,,,,,,15853.0,15732.9326171875,15853.0,15622.951171875,10.0,0.9
conf10,1.0mrs0,22853.0,23378.669921875,0.002291729376818735,1.0,2.0694727897644043,,,,,,,22853.0,22767.658203125,22853.0,22631.85546875,10.0,1.0
conf10,1.2mrs0,31101.0,31629.521484375,0.002790568240420805,1.0,2.0630438327789307,,,,,,,31101.0,30943.6953125,31101.0,30801.00390625,10.0,1.2
conf10,1.4mrs0,40597.0,41059.21875,0.0033053250916093286,1.0,2.0563809871673584,,,,,,,40597.0,40269.15625,40597.0,40144.94140625,10.0,1.4
conf10,1.5mrs0,51357.0,51650.19140625,0.0038197840393153822,1.0,2.0669686794281006,,,,,,,51357.0,50802.76953125,51357.0,50642.33984375,10.0,1.5
conf10,1.7mrs0,63433.0,63463.07421875,0.00435334816215556,1.0,2.0566468238830566,,,,,,,63433.0,62435.43359375,63433.0,62223.9921875,10.0,1.7
conf10,1.9mrs0,76801.0,76196.328125,0.004874656128396578,1.0,2.072298526763916,,,,,,,76801.0,75105.4453125,76801.0,74888.3125,10.0,1.9
conf10,2.0mrs0,91393.0,89832.1953125,0.005387146427712686,1.0,2.0767078399658203,,,,,,,91393.0,88676.328125,91393.0,88460.015625,10.0,2.0
conf10,2.2mrs0,107233.0,104191.5546875,0.0058380866917545245,1.0,2.102111577987671,,,,,,,107233.0,102996.75,107233.0,102755.6875,10.0,2.2
conf10,2.4mrs0,124329.0,119124.671875,0.00629755603950998,1.0,2.135334014892578,,,,,,,124329.0,117894.265625,124329.0,117613.7265625,10.0,2.4
conf10,2.6mrs0,142749.0,134938.0,0.00680459674174875,1.0,2.1270947456359863,,,,,,,142749.0,133588.796875,142749.0,133294.984375,10.0,2.6
