conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf10,0.2mrs0,633.0,588.148681640625,0.0013514888563351212,1.0,2.027984619140625,,,,,,,633.0,525.5496826171875,633.0,507.1256408691406,10.0,0.2
conf10,0.3mrs0,2537.0,2535.419677734375,0.002685952511387358,1.0,2.092947244644165,,,,,,,2537.0,2389.5556640625,2537.0,2336.0966796875,10.0,0.3
conf10,0.5mrs0,5713.0,5792.0634765625,0.0040677129181183845,1.0,2.1436824798583984,,,,,,,5713.0,5555.05078125,5713.0,5476.94775390625,10.0,0.5
conf10,0.7mrs0,10137.0,10272.046875,0.005509328969343033,1.0,2.1794300079345703,,,,,,,10137.0,9945.2255859375,10137.0,9866.390625,10.0,0.7
conf10,0.9mrs0,15853.0,16096.6171875,0.006866177499398386,1.0,2.1758360862731934,,,,,,,15853.0,15638.8115234375,15853.0,15533.279296875,10.0,0.9
conf10,1.0mrs0,22853.0,23053.88671875,0.008303383336379665,1.0,2.3035991191864014,,,,,,,22853.0,22542.56640625,22853.0,22416.05859375,10.0,1.0
conf10,1.2mrs0,31101.0,30851.287109375,0.01033911834787408,1.0,2.4204766750335693,,,,,,,31101.0,30278.421875,31101.0,30150.98046875,10.0,1.2
conf10,1.4mrs0,40597.0,39706.96875,0.012343602835303665,1.0,2.3806498050689697,,,,,,,40597.0,39081.796875,40597.0,38972.296875,10.0,1.4
conf10,1.5mrs0,51357.0,48523.2265625,0.01529934250517558,1.0,2.5549654960632324,,,,,,,51357.0,47878.046875,51357.0,47757.10546875,10.0,1.5
conf10,1.7mrs0,63433.0,57118.10546875,0.01922480599262201,1.0,2.8845479488372803,,,,,,,63433.0,56206.6953125,63433.0,56059.3984375,10.0,1.7
conf10,1.9mrs0,76801.0,60446.84765625,0.02715158202475244,1.0,2.7783665657043457,,,,,,,76801.0,59489.78125,76801.0,59378.4765625,10.0,1.9
conf10,2.0mrs0,91393.0,54658.08203125,0.03593062574590001,1.0,3.0111799240112305,,,,,,,91393.0,53695.91796875,91393.0,53704.65625,10.0,2.0
conf10,2.2mrs0,107233.0,45560.0625,0.03775631636456366,1.0,3.017646312713623,,,,,,,107233.0,44053.5,107233.0,44068.61328125,10.0,2.2
conf10,2.4mrs0,124329.0,41050.9296875,0.03395244720607768,1.0,2.5764145851135254,,,,,,,124329.0,37467.890625,124329.0,37462.91796875,10.0,2.4
conf10,2.6mrs0,142749.0,39990.91015625,0.03227204787844231,1.0,2.501746416091919,,,,,,,142749.0,33887.49609375,142749.0,33842.9140625,10.0,2.6
