conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf9,0.1mrs0,145.0,149.264404296875,0.00010942399652504731,1.0,1.628741979598999,,,,,,,145.0,131.8678741455078,145.0,78.34356689453125,9.0,0.1
conf9,0.2mrs0,601.0,614.318603515625,0.00025302465077080326,1.0,1.9879124164581299,,,,,,,601.0,580.3281860351562,601.0,445.221923828125,9.0,0.2
conf9,0.3mrs0,1361.0,1388.31640625,0.00028019613226491134,1.0,2.0201241970062256,,,,,,,1361.0,1342.94921875,1361.0,1151.00439453125,9.0,0.3
conf9,0.5mrs0,2425.0,2470.4326171875,0.00035106725855591853,1.0,2.0363237857818604,,,,,,,2425.0,2414.26318359375,2425.0,2163.33447265625,9.0,0.5
conf9,0.6mrs0,3793.0,3860.174560546875,0.0003977476210042515,1.0,2.048821449279785,,,,,,,3793.0,3793.8330078125,3793.0,3480.970458984375,9.0,0.6
conf9,0.7mrs0,5457.0,5546.361328125,0.00045887487842202876,1.0,2.0554089546203613,,,,,,,5457.0,5469.20703125,5457.0,5101.31640625,9.0,0.7
conf9,0.8mrs0,7425.0,7534.1953125,0.0005184754667909578,1.0,2.09076189994812,,,,,,,7425.0,7447.7177734375,7425.0,7013.9990234375,9.0,0.8
conf9,0.9mrs0,9721.0,9840.822265625,0.0006034125219670058,1.0,2.1224002838134766,,,,,,,9721.0,9749.166015625,9721.0,9256.4765625,9.0,0.9
conf9,1.0mrs0,12289.0,12407.3984375,0.0007429761180117432,1.0,2.144463300704956,,,,,,,12289.0,12306.412109375,12289.0,11761.650390625,9.0,1.0
conf9,1.1mrs0,15193.0,15262.755859375,0.0009660568949575957,1.0,2.1531753540039062,,,,,,,15193.0,15156.728515625,15193.0,14561.740234375,9.0,1.1
conf9,1.2mrs0,18361.0,18311.5234375,0.0012072161501282615,1.0,2.1047322750091553,,,,,,,18361.0,18207.107421875,18361.0,17561.474609375,9.0,1.2
conf9,1.4mrs0,21853.0,21518.521484375,0.0016118038577409316,1.0,2.137319326400757,,,,,,,21853.0,21421.5390625,21853.0,20744.984375,9.0,1.4
conf9,1.5mrs0,25653.0,24788.8203125,0.0021417344556025775,1.0,2.178438663482666,,,,,,,25653.0,24706.939453125,25653.0,23997.408203125,9.0,1.5
conf9,1.6mrs0,29749.0,27991.11328125,0.0028275439999531863,1.0,2.096010684967041,,,,,,,29749.0,27917.375,29749.0,27185.56640625,9.0,1.6
conf9,1.7mrs0,34165.0,31039.111328125,0.0036118173765668743,1.0,2.2100327014923096,,,,,,,34165.0,30971.5546875,34165.0,30236.318359375,9.0,1.7
conf9,1.8mrs0,38861.0,32729.0546875,0.010875335641242947,1.0,2.0674679279327393,,,,,,,38861.0,32682.6015625,38861.0,32049.62109375,9.0,1.8
conf9,2.0mrs0,49165.0,32820.7734375,0.015017636963623262,1.0,1.9652286767959595,,,,,,,49165.0,32742.892578125,49165.0,32301.16796875,9.0,2.0
conf9,2.3mrs0,60677.0,23033.287109375,0.019798006812415905,1.0,2.012948751449585,,,,,,,60677.0,20666.84375,60677.0,20556.33984375,9.0,2.3
conf9,2.5mrs0,73449.0,27393.609375,0.015739804713241896,1.0,2.2796096801757812,,,,,,,73449.0,22142.693359375,73449.0,21765.28125,9.0,2.5
conf9,2.7mrs0,87381.0,36602.06640625,0.013138287817811326,1.0,2.3052444458007812,,,,,,,87381.0,30478.32421875,87381.0,29804.38671875,9.0,2.7
conf9,2.9mrs0,102629.0,44081.56640625,0.012773394368456781,1.0,2.290721893310547,,,,,,,102629.0,36285.81640625,102629.0,35659.9765625,9.0,2.9
conf9,3.2mrs0,119005.0,48270.6015625,0.014694507994612865,1.0,2.1589651107788086,,,,,,,119005.0,39531.5390625,119005.0,39072.0625,9.0,3.2
conf9,3.4mrs0,136597.0,43877.3046875,0.01952253825825786,1.0,2.0763001441955566,,,,,,,136597.0,36213.9453125,136597.0,36189.2578125,9.0,3.4
