conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf4,2.9mrs0,373.0,378.1486511230469,0.00033581387965844804,1.0,1.9672112464904785,,,,,,,373.0,359.7085266113281,373.0,259.32562255859375,4.0,2.9
conf4,5.7mrs0,1481.0,1495.4246826171875,0.0005189753957810924,1.0,1.9917796850204468,,,,,,,1481.0,1466.2117919921875,1481.0,1274.426025390625,4.0,5.7
conf4,8.6mrs0,3341.0,3357.95849609375,0.0008844680177540578,1.0,1.9983410835266113,,,,,,,3341.0,3320.302734375,3341.0,3046.630859375,4.0,8.6
conf4,11.4mrs0,5957.0,5954.0048828125,0.0013974090557401949,1.0,1.9972870349884033,,,,,,,5957.0,5908.517578125,5957.0,5546.96484375,4.0,11.4
conf4,14.2mrs0,9265.0,9192.58203125,0.0021121695198400613,1.0,2.015890121459961,,,,,,,9265.0,9141.986328125,9265.0,8700.83984375,4.0,14.2
conf4,17.1mrs0,13373.0,13032.5673828125,0.0033251071945871622,1.0,1.9902762174606323,,,,,,,13373.0,12985.759765625,13373.0,12484.2197265625,4.0,17.1
conf4,19.9mrs0,18197.0,17447.119140625,0.004553645967700662,1.0,1.9861167669296265,,,,,,,18197.0,17401.1875,18197.0,16816.822265625,4.0,19.9
conf4,22.8mrs0,23717.0,22312.580078125,0.006159151393296593,1.0,1.9832167625427246,,,,,,,23717.0,22270.5078125,23717.0,21646.921875,4.0,22.8
conf4,25.7mrs0,30041.0,27569.15234375,0.008081631302168336,1.0,2.004303216934204,,,,,,,30041.0,27530.935546875,30041.0,26849.4765625,4.0,25.7
conf4,28.5mrs0,37065.0,32527.873046875,0.010321204096279377,1.0,2.0039656162261963,,,,,,,37065.0,32496.044921875,37065.0,31749.900390625,4.0,28.5
conf4,31.4mrs0,44885.0,36831.078125,0.012735108075238194,1.0,1.927280306816101,,,,,,,44885.0,36798.80859375,44885.0,36035.8515625,4.0,31.4
conf4,34.2mrs0,53457.0,41338.71875,0.01479129797521141,1.0,1.9085575342178345,,,,,,,53457.0,41306.6015625,53457.0,40498.0546875,4.0,34.2
conf4,37.1mrs0,62697.0,38531.75,0.021639637165965432,1.0,1.8814231157302856,,,,,,,62697.0,38490.58203125,62697.0,37776.109375,4.0,37.1
conf4,39.9mrs0,72749.0,33839.15625,0.027546932739535998,1.0,1.8219925165176392,,,,,,,72749.0,32822.55859375,72749.0,32176.263671875,4.0,39.9
conf4,42.8mrs0,83445.0,37589.2890625,0.02775382895187994,1.0,1.8184754848480225,,,,,,,83445.0,35852.63671875,83445.0,35143.75390625,4.0,42.8
