conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf9,0.1mrs0,145.0,173.28030395507812,0.00017065647376350842,1.0,1.465171456336975,,,,,,,145.0,137.69937133789062,145.0,77.4263916015625,9.0,0.1
conf9,0.2mrs0,601.0,679.185791015625,0.0003341228113818756,1.0,2.067682981491089,,,,,,,601.0,608.593505859375,601.0,440.86273193359375,9.0,0.2
conf9,0.3mrs0,1361.0,1494.250732421875,0.0004624486414765708,1.0,2.118333101272583,,,,,,,1361.0,1405.899658203125,1361.0,1163.8106689453125,9.0,0.3
conf9,0.5mrs0,2425.0,2617.697265625,0.0005976303724361049,1.0,2.1011550426483154,,,,,,,2425.0,2523.988037109375,2425.0,2202.386474609375,9.0,0.5
conf9,0.6mrs0,3793.0,4047.262451171875,0.0007479776516820773,1.0,2.0982627868652344,,,,,,,3793.0,3950.5166015625,3793.0,3562.2744140625,9.0,0.6
conf9,0.7mrs0,5457.0,5760.5166015625,0.0009048847621600723,1.0,2.0885062217712402,,,,,,,5457.0,5666.29345703125,5457.0,5213.2734375,9.0,0.7
conf9,0.8mrs0,7425.0,7758.37744140625,0.0010876484623562066,1.0,2.079035997390747,,,,,,,7425.0,7666.73046875,7425.0,7157.3408203125,9.0,0.8
conf9,0.9mrs0,9721.0,10046.8603515625,0.0012903605633316573,1.0,2.0654165744781494,,,,,,,9721.0,9961.5302734375,9721.0,9397.947265625,9.0,0.9
conf9,1.0mrs0,12289.0,12543.3369140625,0.001524837270366456,1.0,2.057772397994995,,,,,,,12289.0,12464.826171875,12289.0,11862.134765625,9.0,1.0
conf9,1.1mrs0,15193.0,15292.4287109375,0.0018002411004191,1.0,2.0296785831451416,,,,,,,15193.0,15221.75,15193.0,14579.1875,9.0,1.1
conf9,1.2mrs0,18361.0,18184.677734375,0.0020837792834412098,1.0,2.0202362537384033,,,,,,,18361.0,18119.359375,18361.0,17449.109375,9.0,1.2
conf9,1.4mrs0,21853.0,21232.83984375,0.002401950213380103,1.0,1.9943357706069946,,,,,,,21853.0,21174.458984375,21853.0,20490.072265625,9.0,1.4
conf9,1.5mrs0,25653.0,24343.10546875,0.0027606329101777676,1.0,1.9760414361953735,,,,,,,25653.0,24288.833984375,25653.0,23608.873046875,9.0,1.5
conf9,1.6mrs0,29749.0,27452.6171875,0.003144859018322227,1.0,1.9571961164474487,,,,,,,29749.0,27398.85546875,29749.0,26717.34375,9.0,1.6
conf9,1.7mrs0,34165.0,30533.62109375,0.0035770268754305216,1.0,1.919682264328003,,,,,,,34165.0,30475.55078125,34165.0,29791.9609375,9.0,1.7
