conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf7,0.7mrs0,365.0,372.1192626953125,6.502971105425877e-05,1.0,1.9150437116622925,,,,,,,365.0,349.92681884765625,365.0,242.34275817871094,7.0,0.7
conf7,1.3mrs0,1465.0,1490.040283203125,0.0001060542654254381,1.0,1.9961286783218384,,,,,,,1465.0,1452.31103515625,1465.0,1241.8897705078125,7.0,1.3
conf7,2.0mrs0,3297.0,3347.58642578125,0.00013128139164382904,1.0,1.9949263334274292,,,,,,,3297.0,3297.802734375,3297.0,2983.604248046875,7.0,2.0
conf7,2.6mrs0,5845.0,5923.22802734375,0.00017664252580113128,1.0,1.9924702644348145,,,,,,,5845.0,5863.65625,5845.0,5457.08154296875,7.0,2.6
conf7,3.3mrs0,9133.0,9231.31640625,0.00022831454070637344,1.0,1.9888129234313965,,,,,,,9133.0,9160.478515625,9133.0,8648.9833984375,7.0,3.3
conf7,3.9mrs0,13157.0,13259.4814453125,0.00029363829337147917,1.0,1.9857065677642822,,,,,,,13157.0,13182.021484375,13157.0,12578.255859375,7.0,3.9
conf7,4.6mrs0,17905.0,17975.59765625,0.00036242016868947316,1.0,1.981014609336853,,,,,,,17905.0,17895.23046875,17905.0,17193.841796875,7.0,4.6
conf7,5.2mrs0,23365.0,23334.38671875,0.0004567724237315133,1.0,1.9776595830917358,,,,,,,23365.0,23253.55859375,23365.0,22445.625,7.0,5.2
conf7,5.9mrs0,29581.0,29196.228515625,0.0006160675948024665,1.0,1.961483120918274,,,,,,,29581.0,29116.908203125,29581.0,28249.59765625,7.0,5.9
conf7,6.5mrs0,36533.0,35559.96875,0.0008071686227626109,1.0,1.94955575466156,,,,,,,36533.0,35490.375,36533.0,34548.921875,7.0,6.5
conf7,7.2mrs0,44221.0,42285.08984375,0.0010259317840852237,1.0,1.9369392395019531,,,,,,,44221.0,42226.0625,44221.0,41221.4609375,7.0,7.2
conf7,7.8mrs0,52633.0,49177.453125,0.001258563508920801,1.0,1.9159135818481445,,,,,,,52633.0,49124.92578125,52633.0,48064.8046875,7.0,7.8
conf7,8.5mrs0,61773.0,55978.76171875,0.0015385672379950501,1.0,1.9035906791687012,,,,,,,61773.0,55937.0625,61773.0,54852.25,7.0,8.5
conf7,9.1mrs0,71593.0,61967.4296875,0.001908713523146509,1.0,1.872972011566162,,,,,,,71593.0,61938.7890625,71593.0,60801.62109375,7.0,9.1
conf7,9.8mrs0,82189.0,66096.78125,0.0024201818719877042,1.0,1.830675482749939,,,,,,,82189.0,66078.9921875,82189.0,64985.15625,7.0,9.8
