conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf1,2.9mrs0,25.0,23.658931732177734,0.0001505818178292519,1.0,0.6797806620597839,,,,,,,25.0,22.07851219177246,25.0,12.674192428588867,1.0,2.9
conf1,5.7mrs0,109.0,102.2979736328125,0.0005898816888360354,1.0,1.6109706163406372,,,,,,,109.0,96.89300537109375,109.0,59.35163879394531,1.0,5.7
conf1,8.6mrs0,241.0,222.78079223632812,0.0010426791895077174,1.0,1.7941303253173828,,,,,,,241.0,214.9607391357422,241.0,155.97650146484375,1.0,8.6
conf1,11.4mrs0,437.0,401.4445495605469,0.001535568872237543,1.0,1.9849090576171875,,,,,,,437.0,392.9077453613281,437.0,313.6245422363281,1.0,11.4
conf1,14.2mrs0,673.0,612.766845703125,0.002142002499697754,1.0,1.958011269569397,,,,,,,673.0,606.10888671875,673.0,513.4463500976562,1.0,14.2
conf1,17.1mrs0,981.0,880.25537109375,0.002742701744016852,1.0,1.9358419179916382,,,,,,,981.0,874.3963623046875,981.0,763.5387573242188,1.0,17.1
conf1,19.9mrs0,1353.0,1191.8408203125,0.003640612526969128,1.0,1.8643207550048828,,,,,,,1353.0,1186.7049560546875,1353.0,1066.092529296875,1.0,19.9
conf1,22.8mrs0,1757.0,1518.39990234375,0.004717003051029109,1.0,1.8886364698410034,,,,,,,1757.0,1512.63671875,1757.0,1382.7861328125,1.0,22.8
conf1,25.7mrs0,2217.0,1865.30419921875,0.005998631469553796,1.0,1.8276548385620117,,,,,,,2217.0,1861.394775390625,2217.0,1731.138671875,1.0,25.7
conf1,28.5mrs0,2733.0,2241.799560546875,0.007297337386438533,1.0,1.7982091903686523,,,,,,,2733.0,2238.53466796875,2733.0,2107.844482421875,1.0,28.5
conf1,31.4mrs0,3313.0,2639.297119140625,0.009034782296807332,1.0,1.733271598815918,,,,,,,3313.0,2636.189453125,3313.0,2493.42333984375,1.0,31.4
conf1,34.2mrs0,3945.0,3011.64404296875,0.011240675773223583,1.0,1.6571342945098877,,,,,,,3945.0,3008.302734375,3945.0,2867.108642578125,1.0,34.2
conf1,37.1mrs0,4637.0,3381.74609375,0.013667930522852138,1.0,1.602739691734314,,,,,,,4637.0,3377.94775390625,4637.0,3239.314697265625,1.0,37.1
conf1,39.9mrs0,5377.0,3610.322265625,0.01789928945270549,1.0,1.5306614637374878,,,,,,,5377.0,3600.8330078125,5377.0,3489.61083984375,1.0,39.9
conf1,42.8mrs0,6149.0,3685.4423828125,0.02390958299786965,1.0,1.4005404710769653,,,,,,,6149.0,3667.46875,6149.0,3588.599853515625,1.0,42.8
