conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf3,2.9mrs0,149.0,151.02084350585938,0.00011366150528049966,1.0,1.6969927549362183,,,,,,,149.0,140.1721954345703,149.0,84.7901611328125,3.0,2.9
conf3,5.7mrs0,621.0,627.5321044921875,0.0001735782601169727,1.0,1.9858157634735107,,,,,,,621.0,607.5270385742188,621.0,491.21337890625,3.0,5.7
conf3,8.6mrs0,1389.0,1400.058349609375,0.00017508054975278562,1.0,1.9853285551071167,,,,,,,1389.0,1372.915771484375,1389.0,1195.2772216796875,3.0,8.6
conf3,11.4mrs0,2477.0,2488.48291015625,0.00023302897981984053,1.0,1.9843991994857788,,,,,,,2477.0,2456.814453125,2477.0,2229.51806640625,3.0,11.4
conf3,14.2mrs0,3877.0,3879.45068359375,0.00032313440583525027,1.0,1.9767348766326904,,,,,,,3877.0,3843.047607421875,3877.0,3569.4814453125,3.0,14.2
conf3,17.1mrs0,5581.0,5552.44140625,0.0004670813340449136,1.0,1.9706226587295532,,,,,,,5581.0,5514.15087890625,5581.0,5180.6025390625,3.0,17.1
conf3,19.9mrs0,7597.0,7502.7177734375,0.0006843775882426672,1.0,1.962301254272461,,,,,,,7597.0,7464.35205078125,7597.0,7076.939453125,3.0,19.9
conf3,22.8mrs0,9925.0,9580.6630859375,0.0012101659296573125,1.0,1.9282126426696777,,,,,,,9925.0,9548.4609375,9925.0,9128.48046875,3.0,22.8
conf3,25.7mrs0,12565.0,11937.16015625,0.001638695256456258,1.0,1.9079006910324097,,,,,,,12565.0,11907.337890625,12565.0,11446.9189453125,3.0,25.7
conf3,28.5mrs0,15525.0,14441.451171875,0.0022089130716803295,1.0,1.8835389614105225,,,,,,,15525.0,14415.7919921875,15525.0,13929.8662109375,3.0,28.5
conf3,31.4mrs0,18773.0,16589.07421875,0.0035764089759709383,1.0,1.8341758251190186,,,,,,,18773.0,16571.34375,18773.0,16075.3720703125,3.0,31.4
conf3,34.2mrs0,22341.0,19371.150390625,0.004096614043455886,1.0,1.8216501474380493,,,,,,,22341.0,19352.89453125,22341.0,18826.23046875,3.0,34.2
conf3,37.1mrs0,26221.0,23191.31640625,0.003601603740136628,1.0,1.8524253368377686,,,,,,,26221.0,23164.95703125,26221.0,22560.828125,3.0,37.1
conf3,39.9mrs0,30381.0,27309.00390625,0.0032724918474203698,1.0,1.880005121231079,,,,,,,30381.0,27275.25390625,30381.0,26609.2421875,3.0,39.9
conf3,42.8mrs0,34885.0,26225.890625,0.007404600590279396,1.0,1.756384253501892,,,,,,,34885.0,26215.28515625,34885.0,25623.51953125,3.0,42.8
